Operator,Position,Gate,New_gate,New_params,New_qubits,Score,Evaluation,Timestamp,Total_exec_time,Total_evaluations,First_score,Overall_improvement,Overall_improvement_percent
Delete,20,rxx,,,,0.0,18,1768627003.9744973,6.611835479736328,32,3.878968350568854,3.878968350568854,100.0
Delete,4,ry,,,,4.428865388003716,7,1768627003.6626072,6.611835479736328,32,3.878968350568854,-0.5498970374348624,-14.176373399752528
Delete,0,ry,,,,4.4331229677631665,1,1768627003.6090949,6.611835479736328,32,3.878968350568854,-0.5541546171943126,-14.286134020996727
Delete,19,ry,,,,4.44980293988249,21,1768627004.0445087,6.611835479736328,32,3.878968350568854,-0.5708345893136362,-14.716144544719548
Delete,28,ry,,,,4.474229400311714,29,1768627004.1410668,6.611835479736328,32,3.878968350568854,-0.5952610497428599,-15.345859928338015
Delete,3,ry,,,,4.514704751313791,9,1768627003.6931071,6.611835479736328,32,3.878968350568854,-0.6357364007449369,-16.38931652153608
Delete,2,ry,,,,4.570699863236022,6,1768627003.6526067,6.611835479736328,32,3.878968350568854,-0.6917315126671677,-17.83287333514141
Delete,18,cz,,,,4.576873901873072,19,1768627004.0167685,6.611835479736328,32,3.878968350568854,-0.6979055513042183,-17.992040363048332
Delete,26,ry,,,,4.581840725125961,22,1768627004.050618,6.611835479736328,32,3.878968350568854,-0.7028723745571068,-18.12008531737646
Delete,1,ry,,,,4.595102078599959,5,1768627003.6386068,6.611835479736328,32,3.878968350568854,-0.7161337280311053,-18.461963679752213
Delete,22,ry,,,,4.72960594909112,23,1768627004.0547538,6.611835479736328,32,3.878968350568854,-0.8506375985222658,-21.929480254653768
Delete,24,ry,,,,4.755176426096052,27,1768627004.0963533,6.611835479736328,32,3.878968350568854,-0.8762080755271984,-22.588688443377006
Delete,10,cz,,,,4.8518839686091155,8,1768627003.6757457,6.611835479736328,32,3.878968350568854,-0.9729156180402616,-25.081813773953137
Delete,5,ry,,,,4.874713382741431,2,1768627003.6120937,6.611835479736328,32,3.878968350568854,-0.9957450321725774,-25.670357223372303
Delete,31,cx,,,,4.880610343504418,32,1768627004.2250473,6.611835479736328,32,3.878968350568854,-1.0016419929355638,-25.82238116969096
Delete,6,ry,,,,4.897807162921269,3,1768627003.6263516,6.611835479736328,32,3.878968350568854,-1.0188388123524148,-26.265716042849412
Delete,16,cz,,,,4.9150026666132725,17,1768627003.9694128,6.611835479736328,32,3.878968350568854,-1.0360343160444185,-26.70901699655485
Delete,15,ry,,,,4.915153353156543,16,1768627003.9633238,6.611835479736328,32,3.878968350568854,-1.0361850025876893,-26.71290170325138
Delete,7,ry,,,,4.921867935998211,12,1768627003.7169745,6.611835479736328,32,3.878968350568854,-1.0428995854293572,-26.886003988055617
Delete,17,ry,,,,4.927032238662039,20,1768627004.0240307,6.611835479736328,32,3.878968350568854,-1.0480638880931852,-27.01913997157223
Delete,30,cx,,,,4.9284952944076545,31,1768627004.2169518,6.611835479736328,32,3.878968350568854,-1.0495269438388006,-27.056857622591497
Delete,13,ry,,,,4.9558500600089985,11,1768627003.7129755,6.611835479736328,32,3.878968350568854,-1.0768817094401446,-27.762064861452636
Delete,11,ry,,,,5.064822204856927,13,1768627003.7481883,6.611835479736328,32,3.878968350568854,-1.1858538542880734,-30.571372259692893
Delete,8,ry,,,,5.068460708288859,10,1768627003.703373,6.611835479736328,32,3.878968350568854,-1.1894923577200047,-30.6651730619448
Delete,25,cz,,,,5.133347946821769,26,1768627004.0901833,6.611835479736328,32,3.878968350568854,-1.2543795962529152,-32.337969348704775
Delete,29,cx,,,,5.2393626766530055,30,1768627004.2059462,6.611835479736328,32,3.878968350568854,-1.3603943260841516,-35.071034438438986
Delete,14,cz,,,,5.251835789875188,14,1768627003.7695749,6.611835479736328,32,3.878968350568854,-1.3728674393063343,-35.392591927309795
Delete,21,cz,,,,5.306293527372585,25,1768627004.0770063,6.611835479736328,32,3.878968350568854,-1.427325176803731,-36.796515150591844
Delete,23,cz,,,,5.313524923065484,24,1768627004.063874,6.611835479736328,32,3.878968350568854,-1.4345565724966298,-36.98294089680446
Delete,27,cz,,,,5.341240931050614,28,1768627004.1043522,6.611835479736328,32,3.878968350568854,-1.4622725804817605,-37.69746098256556
Delete,12,cz,,,,5.373426772424748,15,1768627003.9297192,6.611835479736328,32,3.878968350568854,-1.4944584218558945,-38.52721359886143
Delete,9,x,,,,6.650410346333127,4,1768627003.630471,6.611835479736328,32,3.878968350568854,-2.7714419957642735,-71.4479146332256
