file,shots,input,counts
Bug4Q_id25_origin,1024,'000x',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'001x',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'010x',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'011x',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'100x',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'101x',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'110x',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'111x',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'000y',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'001y',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'010y',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'011y',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'100y',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'101y',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'110y',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'111y',"{'101': 133, '100': 125, '010': 141, '110': 145, '000': 137, '001': 110, '111': 114, '011': 119}"
Bug4Q_id25_origin,1024,'000z',{'011': 1024}
Bug4Q_id25_origin,1024,'001z',{'011': 1024}
Bug4Q_id25_origin,1024,'010z',{'011': 1024}
Bug4Q_id25_origin,1024,'011z',{'011': 1024}
Bug4Q_id25_origin,1024,'100z',{'011': 1024}
Bug4Q_id25_origin,1024,'101z',{'011': 1024}
Bug4Q_id25_origin,1024,'110z',{'011': 1024}
Bug4Q_id25_origin,1024,'111z',{'011': 1024}
