file,shots,input,counts
Bug4Q_id26_origin,1024,'00x',"{'11': 509, '00': 515}"
Bug4Q_id26_origin,1024,'01x',"{'11': 509, '00': 515}"
Bug4Q_id26_origin,1024,'10x',"{'10': 509, '01': 515}"
Bug4Q_id26_origin,1024,'11x',"{'10': 509, '01': 515}"
Bug4Q_id26_origin,1024,'00y',"{'11': 509, '00': 515}"
Bug4Q_id26_origin,1024,'01y',"{'10': 509, '01': 515}"
Bug4Q_id26_origin,1024,'10y',"{'10': 509, '01': 515}"
Bug4Q_id26_origin,1024,'11y',"{'11': 509, '00': 515}"
Bug4Q_id26_origin,1024,'00z',"{'10': 509, '01': 515}"
Bug4Q_id26_origin,1024,'01z',"{'11': 509, '00': 515}"
Bug4Q_id26_origin,1024,'10z',"{'10': 509, '01': 515}"
Bug4Q_id26_origin,1024,'11z',"{'11': 509, '00': 515}"
