file,shots,input,counts
Bug4Q_id27_origin,1024,'000x',"{'110': 136, '011': 128, '101': 123, '000': 134, '111': 126, '001': 134, '010': 119, '100': 124}"
Bug4Q_id27_origin,1024,'001x',"{'101': 262, '011': 128, '100': 247, '000': 134, '001': 134, '010': 119}"
Bug4Q_id27_origin,1024,'010x',"{'110': 136, '011': 128, '101': 123, '000': 134, '111': 126, '001': 134, '010': 119, '100': 124}"
Bug4Q_id27_origin,1024,'011x',"{'111': 262, '011': 128, '110': 247, '000': 134, '001': 134, '010': 119}"
Bug4Q_id27_origin,1024,'100x',"{'110': 136, '011': 128, '101': 123, '000': 134, '111': 126, '001': 134, '010': 119, '100': 124}"
Bug4Q_id27_origin,1024,'101x',"{'101': 262, '011': 128, '100': 247, '000': 134, '001': 134, '010': 119}"
Bug4Q_id27_origin,1024,'110x',"{'110': 136, '011': 128, '101': 123, '000': 134, '111': 126, '001': 134, '010': 119, '100': 124}"
Bug4Q_id27_origin,1024,'111x',"{'111': 262, '011': 128, '110': 247, '000': 134, '001': 134, '010': 119}"
Bug4Q_id27_origin,1024,'000y',"{'110': 136, '011': 128, '101': 123, '000': 134, '111': 126, '001': 134, '010': 119, '100': 124}"
Bug4Q_id27_origin,1024,'001y',"{'011': 377, '010': 369, '100': 57, '001': 66, '101': 61, '000': 68, '111': 12, '110': 14}"
Bug4Q_id27_origin,1024,'010y',"{'011': 262, '001': 247, '010': 247, '000': 268}"
Bug4Q_id27_origin,1024,'011y',"{'010': 73, '001': 365, '100': 9, '000': 373, '111': 59, '110': 67, '011': 69, '101': 9}"
Bug4Q_id27_origin,1024,'100y',"{'110': 136, '011': 128, '101': 123, '000': 134, '111': 126, '001': 134, '010': 119, '100': 124}"
Bug4Q_id27_origin,1024,'101y',"{'111': 372, '110': 368, '001': 66, '010': 14, '101': 52, '100': 67, '000': 68, '011': 17}"
Bug4Q_id27_origin,1024,'110y',"{'111': 262, '101': 247, '110': 247, '100': 268}"
Bug4Q_id27_origin,1024,'111y',"{'101': 373, '100': 360, '011': 88, '111': 59, '110': 67, '010': 56, '000': 10, '001': 11}"
Bug4Q_id27_origin,1024,'000z',{'011': 1024}
Bug4Q_id27_origin,1024,'001z',"{'100': 438, '010': 441, '110': 71, '000': 74}"
Bug4Q_id27_origin,1024,'010z',"{'101': 509, '001': 515}"
Bug4Q_id27_origin,1024,'011z',"{'100': 438, '010': 441, '110': 71, '000': 74}"
Bug4Q_id27_origin,1024,'100z',{'111': 1024}
Bug4Q_id27_origin,1024,'101z',"{'110': 438, '010': 80, '000': 435, '100': 71}"
Bug4Q_id27_origin,1024,'110z',"{'101': 509, '001': 515}"
Bug4Q_id27_origin,1024,'111z',"{'110': 438, '010': 80, '000': 435, '100': 71}"
